Gateway,Seconds,VUs,RPS,P95_ms,Req_success_rate,Total_CPU,Total_RSS_KB
cosmo,7,26,461.74273792855945,53.88883025,1,234.00,93888
cosmo,7,26,467.9267140923462,57.13551584999999,1,235.00,92568
cosmo,7,26,469.21933411002215,59.02431395,1,235.00,91872
cosmo,8,31,479.60828255981363,62.352086,1,236.00,97580
cosmo,8,31,478.87688884258637,64.497525,1,236.00,96884
cosmo,8,31,480.78616927129286,66.43150789999999,1,236.00,99056
cosmo,9,36,486.43273411327465,69.05023589999996,1,237.00,101184
cosmo,9,36,491.10632540847615,71.87459399999999,1,237.00,93772
cosmo,9,36,494.61219763795646,73.900437,1,237.00,102024
cosmo,9,36,496.74706957630883,76.48728430000003,1,237.00,107236
cosmo,10,41,501.34450301033564,80.43951545,1,238.00,106228
cosmo,10,41,497.1813909851177,82.775106,1,238.00,101748
cosmo,10,41,504.8557441307804,84.66391845,1,239.00,100292
cosmo,11,46,502.2058170189894,86.67511099999999,1,239.00,100012
cosmo,11,46,506.52314279060954,89.53906244999997,1,239.00,107416
cosmo,11,46,510.40964827583963,93.00241799999998,1,239.00,105124
cosmo,11,46,506.0515523357495,95.29061219999997,1,240.00,109580
cosmo,12,53,511.9928612737381,100.27676584999996,1,240.00,111108
cosmo,12,53,513.813920858487,103.42749684999994,1,240.00,113100
cosmo,12,53,511.8897918232297,108.52248709999994,1,241.00,116568
cosmo,13,64,516.2646808931102,113.94474299999999,1,241.00,111152
cosmo,13,64,517.2898408448353,119.29338124999998,1,241.00,118784
cosmo,13,64,518.2690510081749,123.69440319999985,1,241.00,110296
cosmo,13,64,511.93320522994213,127.03074914999999,1,242.00,123484
cosmo,14,75,520.4009255030728,134.92654839999997,1,242.00,124000
cosmo,14,75,517.1783576862063,138.874356,1,242.00,128760
cosmo,14,75,518.4595144272048,145.94951204999987,1,243.00,127352
cosmo,15,87,519.981497785768,151.311343,1,243.00,131912
cosmo,15,87,523.5881129683818,157.48220575,1,243.00,119592
cosmo,15,87,525.2801749013524,164.2941147,1,243.00,117696
cosmo,15,87,523.637236168883,169.24588154999998,1,244.00,150684
cosmo,16,98,527.191630038747,175.246798,1,244.00,148368
cosmo,16,98,525.7890631888387,181.7534335,1,244.00,135836
cosmo,16,98,527.0235521825618,187.04904625,1,245.00,158860
cosmo,17,109,527.5425879317992,192.16827539999994,1,245.00,163072
cosmo,17,109,528.9051658538295,200.338784,1,245.00,149620
cosmo,17,109,529.4370334219853,208.2897394999999,1,245.00,152464
cosmo,17,109,530.503466051108,215.001266,1,246.00,160144
cosmo,18,120,533.0123493648242,220.26065189999994,1,246.00,157208
cosmo,18,120,532.5725100892954,224.675813,1,246.00,147796
cosmo,18,120,533.5434841015127,229.39533544999983,1,246.00,150964
cosmo,19,132,531.2628061986476,233.04897385000004,1,247.00,178012
cosmo,19,132,531.4226546199515,238.793506,1,247.00,173656
cosmo,19,132,534.2306188662673,252.22741399999998,1,247.00,180244
cosmo,20,143,534.8034662909115,257.528383,1,247.00,163248
cosmo,20,143,534.9582441442759,264.93958999999995,1,247.00,178296
cosmo,20,143,533.8094967029535,271.5474308,1,248.00,166608
cosmo,21,143,536.0484143287725,277.57436599999994,1,248.00,186260
cosmo,21,154,537.6657645932155,283.697592,1,248.00,175220
cosmo,21,154,536.6875449392658,291.4245222999999,1,249.00,165092
cosmo,21,154,536.9613949163293,297.231335,1,249.00,165812
cosmo,22,165,538.5454486782321,304.61978224999996,1,249.00,177204
cosmo,22,165,539.8331989123898,309.41116629999993,1,249.00,205048
cosmo,22,165,541.263335646319,314.50604300000003,1,249.00,189872
cosmo,23,165,538.4059392270984,319.06330964999995,1,250.00,194556
cosmo,23,177,540.9325526076251,323.927434,1,250.00,182576
cosmo,23,177,541.1735463493428,330.5985955,1,250.00,177968
cosmo,23,177,539.6485619232443,333.671898,1,250.00,201708
cosmo,24,188,542.3111733212698,339.6509527,1,250.00,191540
cosmo,24,188,540.2265051146082,345.4118974,1,251.00,205656
cosmo,24,188,543.6229192151809,352.9650755,1,251.00,205048
cosmo,25,199,542.7028568997301,355.98215179999994,1,251.00,200136
cosmo,25,199,544.0480638254612,358.87883024999996,1,251.00,192044
cosmo,25,199,544.1713923471422,365.0235011,1,252.00,197020
cosmo,26,199,544.0521049922353,370.5587865,1,252.00,201500
cosmo,26,210,542.3345749874184,374.07457899999997,1,252.00,209552
cosmo,26,210,545.7108295859484,383.7121563,1,252.00,207240
cosmo,26,210,543.2351353007093,385.5900649999999,1,252.00,208800
cosmo,27,222,544.2389675956937,391.0141639999999,1,253.00,216480
cosmo,27,222,544.891213677821,397.084129,1,253.00,203520
cosmo,27,222,545.3303969699808,403.476388,1,253.00,199612
cosmo,28,233,545.9620604563409,408.129631,1,253.00,216808
cosmo,28,233,547.6002036220813,418.1651627999997,1,253.00,213768
cosmo,28,233,545.8904875247949,424.784283,1,253.00,227388
cosmo,29,233,545.7320992699082,430.3578823499999,1,254.00,227540
cosmo,29,244,546.7247878483954,436.134262,1,254.00,214772
cosmo,29,244,544.7488798619645,438.9592075499999,1,254.00,218568
cosmo,29,244,546.0834327507032,448.7423824,1,254.00,222224
cosmo,30,255,548.374882207136,454.78778169999947,1,254.00,229312
cosmo,30,255,549.7168413098049,462.0440638,1,255.00,251112
cosmo,30,255,548.6832910032467,464.97638299999966,1,255.00,218860
cosmo,31,267,549.044672982486,473.71391069999976,1,255.00,231132
cosmo,31,267,548.8333837359974,484.204816,1,255.00,243164
cosmo,31,267,549.4213012339015,486.221218,1,255.00,237528
cosmo,32,267,547.3085437357553,489.6420155499998,1,255.00,263192
cosmo,32,278,548.2777623734547,499.80536359999996,1,256.00,264288
cosmo,32,278,551.1877449504688,504.98559075000003,1,256.00,244176
cosmo,32,278,548.8398973148456,506.931509,1,256.00,247248
cosmo,33,289,550.434986657032,520.4543786999999,1,256.00,267640
cosmo,33,289,547.9221756553939,522.4416559999999,1,256.00,255040
cosmo,33,289,551.6280212575917,531.7583330499999,1,256.00,280772
cosmo,34,289,545.5374974723848,533.678478,1,257.00,281028
cosmo,34,301,548.7377302787689,553.8551857,1,257.00,250704
cosmo,34,301,550.7827049602851,553.4973540499999,1,257.00,232084
cosmo,35,301,550.3407542152098,555.2240399,1,257.00,274836
cosmo,35,312,550.7363899409756,561.8675606499997,1,257.00,260348
cosmo,35,312,552.0145692663289,566.2087955999999,1,257.00,267004
cosmo,35,312,550.366189785231,573.1768049000001,1,257.00,253856
cosmo,36,323,551.2415989263637,577.6946750000001,1,257.00,264736
cosmo,36,323,548.2327739306004,582.9748816000001,1,258.00,270944
cosmo,36,323,553.1938871099829,597.846143,1,258.00,251908
cosmo,37,334,550.9209616851932,597.844913,1,258.00,265892
cosmo,37,334,552.6655587491631,603.0432429499999,1,258.00,302528
cosmo,37,334,552.5441800657493,607.99696725,1,258.00,286996
cosmo,38,346,549.6053919469583,612.1875368999999,1,258.00,293112
cosmo,38,346,552.5035053174468,622.3558345499999,1,259.00,279620
cosmo,38,346,553.0684135393459,625.7851047999999,1,259.00,293420
cosmo,39,357,552.4100859100549,627.4760981,1,259.00,275012
cosmo,39,357,551.3464586281237,631.5808358999999,1,259.00,333712
cosmo,39,357,553.46206014732,638.5555673499999,1,259.00,300952
cosmo,40,368,553.5028899881962,644.3475030499999,1,259.00,288900
cosmo,40,368,551.644168710451,652.8106198999998,1,259.00,317364
cosmo,40,368,555.133067537155,667.0790836499998,1,259.00,344440
cosmo,41,379,553.851468340632,667.715255,1,260.00,305152
cosmo,41,379,553.7672656464216,671.93444685,1,260.00,327016
cosmo,41,379,553.5208086608673,678.424384,1,260.00,321868
cosmo,41,379,554.3081652627519,683.5373240499999,1,260.00,297704
cosmo,42,391,553.0302821922552,688.5948889999999,1,260.00,282940
cosmo,42,391,552.8994245341048,693.58888725,1,260.00,290620
cosmo,42,391,554.7522815917717,705.7115166999998,1,260.00,296764
cosmo,43,402,553.6128558013529,706.6104179499999,1,261.00,296732
cosmo,43,402,555.4980558395021,716.7892270999998,1,261.00,305936
cosmo,43,402,553.8962053305618,721.026136,1,261.00,304520
cosmo,44,413,554.2631760687616,732.2665837499999,1,261.00,306236
cosmo,44,413,554.7503410513391,740.4645879999999,1,261.00,293748
cosmo,44,413,553.9411444000212,744.308704,1,261.00,305140
cosmo,44,413,553.9342536033296,749.7569383999999,1,261.00,310664
cosmo,45,424,555.3868765971242,759.2031939,1,261.00,325496
cosmo,45,424,552.5196473091702,760.998331,1,261.00,332648
cosmo,45,424,554.7046348394641,776.4235635999997,1,262.00,375784
cosmo,46,436,554.1324370250637,787.2688401499996,1,262.00,339956
cosmo,46,436,554.2232124878212,788.0233268499998,1,262.00,356036
cosmo,46,436,553.7437641987914,797.25656405,1,262.00,350668
cosmo,47,447,554.4587912463139,806.9352839999999,1,262.00,324844
cosmo,47,447,555.6938924845472,811.0838829999999,1,262.00,331088
cosmo,47,447,554.4464199703729,814.0830302500001,1,262.00,330388
cosmo,48,447,555.0532779239458,817.2334617500001,1,262.00,327104
cosmo,48,458,554.364969777306,820.1422021999996,1,262.00,324368
cosmo,48,458,554.0820408109573,828.3324939999999,1,263.00,325520
cosmo,48,458,554.6120405458737,839.8178079999997,1,263.00,325376
cosmo,49,469,555.0043440910041,845.0670365,1,263.00,322656
cosmo,49,469,553.9753636481394,849.3548248,1,263.00,332076
cosmo,49,469,555.2760239087493,858.7683936999997,1,263.00,344772
cosmo,50,480,555.0167798542885,866.8700612499999,1,263.00,317224
cosmo,50,480,554.1010428733082,869.23133025,1,263.00,343720
cosmo,50,480,556.7465885823648,881.3152402,1,263.00,360024
cosmo,50,480,554.5141969052871,881.5747038,1,263.00,330836
cosmo,51,492,555.5550495611863,886.5778325,1,263.00,364896
cosmo,51,492,555.8290561132671,896.1182867999995,1,263.00,377900
cosmo,51,492,554.7072270719082,899.1290355,1,263.00,362512
cosmo,52,498,555.092718440437,903.000337,1,264.00,350664
cosmo,52,498,556.8175947907483,912.2544523999998,1,264.00,378500
cosmo,52,498,556.6118357508612,917.3093242,1,264.00,371364
cosmo,53,498,555.242351126803,917.6523413,1,264.00,370824
cosmo,53,463,555.6489889663678,920.2120911999997,1,264.00,367236
cosmo,53,463,555.1465393269953,924.8214403,1,264.00,357516
cosmo,53,463,557.43158614397,930.1154365999993,1,264.00,373260
cosmo,54,413,557.5167566150923,929.750311,1,264.00,356120
cosmo,54,413,557.041451201617,929.2151617999999,1,264.00,333596
cosmo,54,413,558.0177395430856,929.720386,1,264.00,318968
cosmo,55,363,558.2039411233083,929.2581869999999,1,265.00,298248
cosmo,55,363,557.6997465884143,928.8700921999999,1,265.00,299904
cosmo,55,363,557.9613024286359,928.799911,1,265.00,291528
cosmo,55,363,557.9146373874667,928.4228532499998,1,265.00,301512
cosmo,56,321,558.9992237736452,927.6104127999998,1,265.00,289292
cosmo,56,321,558.8004069968255,926.5808697999993,1,265.00,288388
cosmo,56,321,558.8723225387322,925.5478939999994,1,265.00,274996
cosmo,57,273,559.563763241502,924.6164187,1,265.00,268284
cosmo,57,273,559.3862630052457,923.736897,1,265.00,270404
cosmo,57,273,559.2308138822646,922.7981412999993,1,265.00,258784
cosmo,58,273,559.8959113870283,922.2396231999999,1,265.00,270176
cosmo,58,224,559.219019822906,921.41934795,1,265.00,264552
cosmo,58,224,559.4402368644911,920.838152,1,266.00,241408
cosmo,58,224,560.1504957602385,919.9920024499997,1,266.00,232456
cosmo,59,180,561.1019510793217,919.0541087499998,1,266.00,218204
cosmo,59,180,561.0447749048701,918.4177975,1,266.00,217884
cosmo,59,180,561.94711624429,917.6655727,1,266.00,219460
cosmo,60,132,560.8410789778745,917.3616427499999,1,266.00,195284
cosmo,60,132,561.8162381322888,916.653193,1,266.00,195092
cosmo,60,132,560.749021842707,916.38622505,1,266.00,183364
cosmo,61,85,561.9255969766363,915.420752,1,266.00,174236
cosmo,61,85,562.113181548644,914.8743370000001,1,266.00,171412
hive,1,2,372.2351962461654,3.9914409999999996,1,148.00,35736
hive,2,2,456.768521098546,5.606321649999999,1,147.00,35736
hive,2,2,511.8772576018783,6.022315,1,147.00,36120
hive,2,2,573.0277365817724,7.9458531999999895,1,147.00,36124
hive,2,7,647.5261987621417,8.380246999999999,1,147.00,36124
hive,3,7,725.5149771817332,9.845309999999996,1,146.00,36252
hive,3,7,760.6323797858424,9.862124999999995,1,146.00,36636
hive,3,7,792.5664729967096,11.507725799999998,1,146.00,36892
hive,3,12,876.8769021257036,11.636006849999996,1,146.00,37020
hive,4,12,931.3929876193196,13.278266849999998,1,146.00,37148
hive,4,12,944.0382839340041,13.430583350000001,1,146.00,39364
hive,4,17,1008.4737571524238,15.472861999999996,1,146.00,40004
hive,4,17,1014.2586941231107,16.399230049999996,1,146.00,40260
hive,5,17,1062.733169667965,17.335089000000004,1,146.00,40644
hive,5,17,1073.3367597840172,18.87069359999999,1,146.00,40772
hive,5,22,1105.3063284744862,19.432777999999995,1,146.00,40900
hive,5,22,1118.3983031159337,20.41006255,1,146.00,40900
hive,6,22,1162.6007433528357,21.06561875,1,147.00,41156
hive,6,22,1153.9256909155458,22.141388999999997,1,147.00,41412
hive,6,27,1178.4677470599622,22.60515735,1,147.00,41412
hive,6,27,1215.559928809239,24.293167999999998,1,147.00,41668
hive,7,27,1236.8031118351175,24.181666149999987,1,147.00,41924
hive,7,27,1239.1954021736433,25.833674999999996,1,147.00,41840
hive,7,32,1266.5203867177186,25.7383605,1,147.00,41968
hive,7,32,1264.6945028098755,27.29114859999997,1,148.00,41968
hive,8,32,1285.0616991125257,27.553755,1,148.00,42736
hive,8,32,1311.8694099316763,29.139239999999976,1,148.00,42180
hive,8,37,1308.9008632308667,29.15496575,1,148.00,42692
hive,9,37,1315.0812489012833,30.517218000000003,1,148.00,43076
hive,9,37,1340.4580807741067,31.180384,1,148.00,43076
hive,9,37,1341.678850055286,31.98874144999999,1,149.00,43332
hive,9,42,1351.9886727999638,32.95536,1,148.00,43716
hive,10,42,1373.2348371981755,33.275442999999996,1,149.00,46280
hive,10,42,1371.4266572293259,34.90574799999997,1,149.00,46280
hive,10,47,1386.4730965614922,34.703816,1,149.00,41720
hive,11,47,1412.7150732022958,36.037817999999994,1,149.00,46152
hive,11,47,1404.1448149116343,36.650014,1,149.00,48256
hive,11,47,1422.454142127709,37.6382929,1,150.00,48640
hive,11,55,1417.2429888633264,39.317290849999985,1,150.00,45404
hive,12,55,1425.053133483302,40.41898299999998,1,150.00,50608
hive,12,55,1428.1224948344948,43.18759389999999,1,150.00,50608
hive,12,66,1433.9335414333523,43.9042495,1,150.00,50864
hive,12,66,1438.6574574574754,46.663534999999996,1,150.00,50864
hive,13,66,1443.4619267552396,49.03576199999992,1,150.00,47628
hive,13,66,1455.1643010999824,50.856473,1,150.00,50828
hive,13,77,1456.9901683089788,53.141784,1,150.00,50828
hive,14,77,1462.933140079505,54.041511999999955,1,151.00,51396
hive,14,77,1460.5483217267006,56.79564400000004,1,151.00,54280
hive,14,89,1470.2665730468452,58.44547199999998,1,151.00,49668
hive,15,89,1480.5471566563292,60.5581512,1,151.00,56472
hive,15,89,1486.3991514118197,62.959310800000004,1,151.00,56472
hive,15,100,1486.4994959020173,63.111401199999996,1,151.00,54260
hive,15,100,1492.4012651545838,66.335378,1,152.00,56876
hive,16,100,1488.3756137710939,66.87528400000001,1,152.00,52600
hive,16,100,1502.5697066410664,69.5065114,1,152.00,60484
hive,16,111,1499.6907112563342,73.082261,1,152.00,60740
hive,17,111,1506.3555078881107,73.08666099999999,1,152.00,54472
hive,17,111,1512.8225928309384,77.3651,1,153.00,58408
hive,17,122,1511.5572019476992,79.04664100000001,1,153.00,58664
hive,18,122,1522.7391249749928,80.94488794999998,1,153.00,55484
hive,18,122,1517.2685885932613,82.27951974999999,1,153.00,59692
hive,18,134,1535.1024217617987,84.68143599999989,1,153.00,58400
hive,18,134,1532.9526602437581,88.33244399999997,1,153.00,58784
hive,19,134,1531.0595805456535,89.54311964999994,1,153.00,57876
hive,19,134,1536.024997435517,93.679097,1,154.00,65104
hive,19,145,1535.0777706531765,95.425513,1,154.00,60356
hive,20,145,1550.0426800091614,97.76029025,1,154.00,58196
hive,20,145,1547.6884227960356,101.177765,1,155.00,58196
hive,20,156,1546.3337943080708,100.88194284999997,1,155.00,60788
hive,21,156,1567.933238181722,104.60598599999999,1,155.00,67144
hive,21,156,1562.8116090537073,108.37488999999998,1,155.00,60824
hive,21,167,1560.0672316946132,108.73460825000001,1,155.00,57260
hive,22,167,1571.058168309966,112.56932895,1,156.00,64712
hive,22,167,1559.2124180061332,113.15456399999997,1,156.00,65764
hive,22,179,1568.1229492834489,116.83563849999997,1,156.00,68964
hive,23,179,1577.7398741555162,121.061645,1,156.00,68252
hive,23,179,1579.967361471879,125.390784,1,156.00,68892
hive,23,190,1569.0035930103268,125.29271299999999,1,156.00,66648
hive,24,190,1578.0316043672012,130.49869994999983,1,157.00,68792
hive,24,201,1584.3485205606992,134.47959199999994,1,157.00,73136
hive,25,201,1587.3028458880954,140.06720699999988,1,157.00,68848
hive,25,201,1590.2747374391117,139.34577684999994,1,157.00,77212
hive,26,212,1593.4487796516096,143.88422580000005,1,157.00,63260
hive,26,212,1596.2550520909545,149.11451499999995,1,158.00,72272
hive,26,224,1596.7686603538461,154.03126329999998,1,158.00,69020
hive,27,224,1593.3117834888283,153.26596945000003,1,158.00,66236
hive,27,224,1603.7799495497877,158.24943204999994,1,158.00,70528
hive,27,235,1596.1723318164832,159.8280406499999,1,158.00,68908
hive,28,235,1607.4889676530088,162.11829899999998,1,159.00,79028
hive,28,235,1606.5009179164074,166.59671054999993,1,159.00,73612
hive,28,247,1606.4419637012145,170.76791,1,159.00,64868
hive,29,247,1608.8211643572108,170.81890149999998,1,159.00,67104
hive,29,247,1617.8572987141881,174.56264844999998,1,159.00,70528
hive,29,258,1611.6036436994111,176.12000740000008,1,159.00,64064
hive,30,258,1617.0483139992318,178.432529,1,160.00,59516
hive,31,269,1615.9416198847975,183.46921954999985,1,160.00,73048
hive,31,269,1621.1934440755533,187.057092,1,160.00,77488
hive,31,281,1625.0746404630784,192.32552529999978,1,161.00,71164
hive,32,281,1619.346273556161,192.154654,1,161.00,57600
hive,32,292,1621.1503377851172,196.11656999999997,1,161.00,55924
hive,33,292,1626.982380608268,200.71344654999996,1,161.00,69084
hive,33,292,1634.8574075013,205.59524725,1,161.00,67416
hive,34,302,1629.7521761260962,207.8183498,1,161.00,63816
hive,34,302,1634.9410816427412,209.894315,1,162.00,64464
hive,34,314,1634.4905301710364,214.95575199999996,1,162.00,70468
hive,35,314,1635.777637185638,218.57464599999992,1,162.00,65340
hive,35,325,1634.5889889005673,219.80539069999998,1,162.00,62924
hive,36,325,1643.3949759322118,224.63310725,1,162.00,69300
hive,36,325,1640.3835614325994,229.94643739999987,1,162.00,74460
hive,37,336,1639.444879732221,230.96879259999997,1,163.00,73608
hive,37,336,1641.6029873166435,235.26327129999999,1,163.00,71688
hive,38,348,1643.1716812844943,238.957078,1,163.00,77496
hive,38,358,1648.5300171221656,243.12468719999993,1,163.00,77304
hive,39,358,1650.0759283036261,247.600333,1,164.00,68472
hive,40,370,1651.4999045283687,251.92266379999992,1,164.00,65072
hive,40,370,1657.3841090510716,255.894462,1,164.00,67088
hive,41,382,1656.3371490283832,260.2810919999999,1,164.00,62868
hive,41,392,1660.6515113158723,264.76007549999997,1,165.00,81300
hive,42,392,1656.7662576546911,265.99442499999986,1,165.00,70340
hive,42,392,1658.4633590558942,268.56229899999994,1,165.00,75776
hive,43,404,1665.3119293855282,273.0737024,1,165.00,87488
hive,44,415,1668.8014650212845,277.1296165999999,1,165.00,73272
hive,44,415,1669.1846899932225,281.3724950999999,1,166.00,73144
hive,45,426,1669.0035059333911,285.80543589999996,1,166.00,69268
hive,46,437,1665.6504760685339,290.4659783,1,166.00,72236
hive,46,449,1669.353311360519,295.1835419999999,1,166.00,76884
hive,47,449,1673.2334565202516,301.26424314999997,1,166.00,82148
hive,47,460,1672.0726975596044,303.447731,1,167.00,90372
hive,48,460,1676.3820618934278,310.142664,1,167.00,80628
hive,49,471,1675.8340221993324,312.14528299999995,1,167.00,77212
hive,50,484,1677.8964283338064,318.98905689999975,1,167.00,83420
hive,50,494,1680.8951512884546,325.92446930000006,1,168.00,86464
hive,51,494,1682.608398279029,329.84549,1,168.00,88564
hive,52,483,1687.3107102959818,332.56170999999995,1,168.00,82024
hive,52,483,1687.3228116776897,335.861584,1,168.00,91028
hive,53,437,1688.6298526070273,335.1433339,1,169.00,95720
hive,53,437,1690.9387253446769,337.22370479999984,1,169.00,85796
hive,54,395,1702.1042975857335,337.8340479999996,1,169.00,109184
hive,54,395,1696.4131641229917,338.638435,1,169.00,101520
hive,55,348,1703.143931374075,338.92267684999996,1,169.00,60268
hive,55,348,1706.406712591721,338.27302354999995,1,170.00,86804
hive,56,303,1706.4584263028235,337.7128263999999,1,170.00,87188
hive,56,303,1712.5710509734492,336.9433563999999,1,170.00,77940
hive,57,258,1715.37883697511,336.13225609999995,1,171.00,83956
hive,57,258,1712.292866935702,335.76144474999995,1,171.00,83956
hive,58,209,1718.2114029298875,335.05618494999993,1,171.00,85800
hive,58,209,1717.7574181094076,334.61700499999995,1,171.00,68412
hive,58,166,1722.1436026838403,334.144929,1,171.00,68916
hive,59,166,1719.9052230618104,333.7239309999998,1,171.00,70392
hive,59,121,1723.1278143575698,333.2325640999999,1,171.00,70776
hive,60,121,1723.761767500532,332.7998725,1,171.00,65888
hive,60,121,1723.3461909021157,332.3297326,1,171.00,67296
hive,60,75,1725.229447845153,331.933714,1,171.00,68192
